canonical_accounting_office_name,accounting_office_cvr,alias_name,source,confidence
LB Revision,14047107,LB Revision,declaration_legal_name,HIGH
LBV ApS,41358513,LBV ApS,declaration_legal_name,HIGH
LBV ApS,41358513,Lbv,inferred_brand_name,MEDIUM
LD&C Statsautoriseret Revisionsanpartsselskab,46080041,LD&C Statsautoriseret Revisionsanpartsselskab,declaration_legal_name,HIGH
LDM Revision,19553876,LDM Revision,declaration_legal_name,HIGH
LDM Revision,19553876,Ldm,inferred_brand_name,MEDIUM
Legato Regnskab og bogføring,33836449,Legato Regnskab og bogføring,declaration_legal_name,HIGH
Legato Regnskab og bogføring,33836449,Legato,inferred_brand_name,MEDIUM
Leif Mikkelsen & Partnere,32676421,LEIF MIKKELSEN & PARTNERE A/S,activity_signal_dominant_cvr,HIGH
Leif Mikkelsen & Partnere,32676421,Leif Mikkelsen & Partnere,declaration_legal_name,HIGH
Leif Mikkelsen & Partnere,32676421,Leif,inferred_brand_name,MEDIUM
Lejenregnskabschef.dk,30563670,Lejenregnskabschef.dk,declaration_legal_name,HIGH
Lejenregnskabschef.dk,30563670,Lejenregnskabschef,inferred_brand_name,MEDIUM
Lemvigegnens Landboforening,41503610,Lemvigegnens Landboforening,declaration_legal_name,HIGH
Lemvigegnens Landboforening,41503610,Lemvigegnens,inferred_brand_name,MEDIUM
Lerfeldt Revision,20142146,Lerfeldt Revision,declaration_legal_name,HIGH
Lerfeldt Revision,20142146,Lerfeldt,inferred_brand_name,MEDIUM
Leth & Partnere,32789153,Leth & Partnere,declaration_legal_name,HIGH
Leth & Partnere,32789153,Leth,inferred_brand_name,MEDIUM
Lidegaard Revision & Rådgivning,27096174,Lidegaard Revision & Rådgivning,declaration_legal_name,HIGH
Lidegaard Revision & Rådgivning,27096174,Lidegaard,inferred_brand_name,MEDIUM
Lidegaard Revision&Rådgivning,27511511,Lidegaard Revision&Rådgivning,declaration_legal_name,HIGH
Lidegaard Revision&Rådgivning,27511511,Lidegaard,inferred_brand_name,MEDIUM
Lillebælt Revision,10122058,Lillebælt Revision,declaration_legal_name,HIGH
Lillebælt Revision,10122058,Lillebælt,inferred_brand_name,MEDIUM
Linda Lauritsen,37142042,Linda Lauritsen,declaration_legal_name,HIGH
Linda Lauritsen,37142042,Linda,inferred_brand_name,MEDIUM
Lindeberg Storm Fischer,37821055,Lindeberg Storm Fischer,declaration_legal_name,HIGH
Lindeberg Storm Fischer,37821055,Lindeberg,inferred_brand_name,MEDIUM
Lindholm Revision,38248677,Lindholm Revision,declaration_legal_name,HIGH
Lindholm Revision,38248677,Lindholm,inferred_brand_name,MEDIUM
LJ Revision,28284160,LJ Revision,declaration_legal_name,HIGH
Lokal Revision - statsautoriseret revisionsanpartsselskab,41943661,Lokal Revision - statsautoriseret revisionsanpartsselskab,declaration_legal_name,HIGH
Lokal Revision - statsautoriseret revisionsanpartsselskab,41943661,Lokal,inferred_brand_name,MEDIUM
Lokalrevision,78646411,Lokalrevision,declaration_legal_name,HIGH
"Lorentzen & Partners, Statsautoriserede Revisorer ApS",45328988,"Lorentzen & Partners, Statsautoriserede Revisorer ApS",declaration_legal_name,HIGH
"Lorentzen & Partners, Statsautoriserede Revisorer ApS",45328988,Lorentzen,inferred_brand_name,MEDIUM
Lou Revision,31579309,Lou Revision,declaration_legal_name,HIGH
Lou Revision,31579309,Lou,inferred_brand_name,MEDIUM
LP Revision & rådgivning,16368342,LP Revision & rådgivning,declaration_legal_name,HIGH
LPOG ApS,33167288,"LPOG ApS, Statsautoriserede Revisorer",activity_signal_dominant_cvr,HIGH
LPOG ApS,33167288,LPOG ApS,declaration_legal_name,HIGH
LPOG ApS,33167288,Lpog,inferred_brand_name,MEDIUM
Luni Revision,17811371,Luni Revision,declaration_legal_name,HIGH
Luni Revision,17811371,Luni,inferred_brand_name,MEDIUM
Luni Revisions Anpartsselskab,28970641,Luni Revisions Anpartsselskab,declaration_legal_name,HIGH
Luni Revisions Anpartsselskab,28970641,Luni,inferred_brand_name,MEDIUM
Lynge Revisor,31622565,Lynge Revisor,declaration_legal_name,HIGH
Lynge Revisor,31622565,Lynge,inferred_brand_name,MEDIUM
Lyngen Revision statsautoriseret revisionsanpartsselskab,35050175,Lyngen Revision statsautoriseret revisionsanpartsselskab,declaration_legal_name,HIGH
Lyngen Revision statsautoriseret revisionsanpartsselskab,35050175,Lyngen,inferred_brand_name,MEDIUM
Lægers & Tandlægers Revisionskontor,25685229,Lægers & Tandlægers Revisionskontor,declaration_legal_name,HIGH
Lægers & Tandlægers Revisionskontor,25685229,Lægers,inferred_brand_name,MEDIUM
Lægers & Tandlægers Revisionskontor Sjælland,33877390,Lægers & Tandlægers Revisionskontor Sjælland,declaration_legal_name,HIGH
Lægers & Tandlægers Revisionskontor Sjælland,33877390,Lægers,inferred_brand_name,MEDIUM
Lægård Revision,18437082,Lægård Revision,activity_signal_dominant_cvr,HIGH
Lægård Revision,18437082,Lægård Revision,declaration_legal_name,HIGH
Lægård Revision,18437082,Lægård,inferred_brand_name,MEDIUM
MA Revision v/Morten Andersen,12246099,MA Revision v/Morten Andersen,declaration_legal_name,HIGH
"MADS MYRTUE THOMSEN, STATSAUTORISERET REVISIONSANPARTSSELSKAB",28663838,"MADS MYRTUE THOMSEN, STATSAUTORISERET REVISIONSANPARTSSELSKAB",declaration_legal_name,HIGH
"MADS MYRTUE THOMSEN, STATSAUTORISERET REVISIONSANPARTSSELSKAB",28663838,Mads,inferred_brand_name,MEDIUM
Martinsen,32285201,Martinsen,declaration_legal_name,HIGH
Martinsen,32285201,Martinsen Statsautoriseret Revisionspartnerselskab,manual_taxonomy_candidate,HIGH
Mazars Statsautoriseret Revisionspartnerselskab,31061741,Mazars Statsautoriseret Revisionspartnerselskab,declaration_legal_name,HIGH
Mazars Statsautoriseret Revisionspartnerselskab,31061741,Mazars,inferred_brand_name,MEDIUM
MB Revision ApS,33497326,MB Revision ApS,declaration_legal_name,HIGH
MBA Statsautoriseret Revisionsanpartsselskab,33150482,MBA Statsautoriseret Revisionsanpartsselskab,declaration_legal_name,HIGH
MBA Statsautoriseret Revisionsanpartsselskab,33150482,Mba,inferred_brand_name,MEDIUM
MBL Revision,40375260,MBL Revision,declaration_legal_name,HIGH
MBL Revision,40375260,Mbl,inferred_brand_name,MEDIUM
Meneto Software ApS,39965003,Meneto Software ApS,declaration_legal_name,HIGH
Meneto Software ApS,39965003,Meneto,inferred_brand_name,MEDIUM
Mentor TM,27477933,Mentor TM,declaration_legal_name,HIGH
Mentor TM,27477933,Mentor,inferred_brand_name,MEDIUM
Mer Revision,32344720,Mer Revision,declaration_legal_name,HIGH
Mer Revision,32344720,Mer,inferred_brand_name,MEDIUM
Michael Kappelhøj,18485907,Michael Kappelhøj,declaration_legal_name,HIGH
Michael Kappelhøj,18485907,Michael,inferred_brand_name,MEDIUM
Midt Revision,39065797,Midt Revision,declaration_legal_name,HIGH
Midt Revision,39065797,Midt,inferred_brand_name,MEDIUM
MN Revision og Rådgivning,30318269,MN Revision og Rådgivning,declaration_legal_name,HIGH
MN Revision v/statsaut. revisor Mogens Nielsen,15656042,MN Revision v/statsaut. revisor Mogens Nielsen,declaration_legal_name,HIGH
Mogens Kibsgaard. Statsautoriseretrevisionsanpartsselskab,67425618,Mogens Kibsgaard. Statsautoriseretrevisionsanpartsselskab,declaration_legal_name,HIGH
Mogens Kibsgaard. Statsautoriseretrevisionsanpartsselskab,67425618,Mogens,inferred_brand_name,MEDIUM
Momentum Revision,35238050,Momentum Revision,declaration_legal_name,HIGH
Momentum Revision,35238050,Momentum,inferred_brand_name,MEDIUM
MP Revision,14119507,MP Revision,declaration_legal_name,HIGH
MPB Consult,30956400,MPB Consult,declaration_legal_name,HIGH
MPB Consult,30956400,Mpb,inferred_brand_name,MEDIUM
MPH Business Consulting ApS,37654728,MPH Business Consulting ApS,declaration_legal_name,HIGH
MPH Business Consulting ApS,37654728,Mph,inferred_brand_name,MEDIUM
MQ Revision,16147591,MQ Revision,declaration_legal_name,HIGH
MS Revision ApS,40032622,MS Revision ApS,declaration_legal_name,HIGH
MTMLB,36909935,MTMLB,declaration_legal_name,HIGH
Multi Revision,31929342,Multi Revision,declaration_legal_name,HIGH
Multi Revision,31929342,Multi,inferred_brand_name,MEDIUM
Multi Revision Ballerup,15553782,Multi Revision Ballerup,declaration_legal_name,HIGH
Multi Revision Ballerup,15553782,Multi,inferred_brand_name,MEDIUM
MunkStrunge,33088205,MunkStrunge,declaration_legal_name,HIGH
Møller & Co.,20716142,Møller & Co.,declaration_legal_name,HIGH
Møller & Co.,20716142,Møller,inferred_brand_name,MEDIUM
Møller & Madsen,30835654,Møller & Madsen,declaration_legal_name,HIGH
Møller & Madsen,30835654,Møller,inferred_brand_name,MEDIUM
Møller-Jensen Statsautoriseret Revisionsanpartsselskab,68497817,Møller-Jensen Statsautoriseret Revisionsanpartsselskab,declaration_legal_name,HIGH
Møller-Jensen Statsautoriseret Revisionsanpartsselskab,68497817,Møller,inferred_brand_name,MEDIUM
N. K. Mortensen A/S Registrerede Revisorer,66090116,N. K. Mortensen A/S Registrerede Revisorer,declaration_legal_name,HIGH
N. K. Mortensen Reg. Revisor ApS,42975958,N. K. Mortensen Reg. Revisor ApS,declaration_legal_name,HIGH
N.G. Christensen Statsautoriseret Revisionsanpartsselskab,38695916,N.G. Christensen Statsautoriseret Revisionsanpartsselskab,declaration_legal_name,HIGH
National Revision,25635868,National Revision,declaration_legal_name,HIGH
National Revision,25635868,National,inferred_brand_name,MEDIUM
ND REVISION SØNDERBORG ApS,56387013,ND REVISION SØNDERBORG ApS,declaration_legal_name,HIGH
Nejstgaard & Vetlov,12868693,Nejstgaard & Vetlov,declaration_legal_name,HIGH
Nejstgaard & Vetlov,12868693,Nejstgaard,inferred_brand_name,MEDIUM
Nem Revisor ApS,35235892,Nem Revisor ApS,declaration_legal_name,HIGH
Nem Revisor ApS,35235892,Nem,inferred_brand_name,MEDIUM
Nemli & Partnere Statsautoriserede Revisorer ApS,43514172,Nemli & Partnere Statsautoriserede Revisorer ApS,declaration_legal_name,HIGH
Nemli & Partnere Statsautoriserede Revisorer ApS,43514172,Nemli,inferred_brand_name,MEDIUM
NET-Revision,29389918,NET-Revision,declaration_legal_name,HIGH
NET-Revision,29389918,Net,inferred_brand_name,MEDIUM
Next Stage Ventures ApS,37519111,Next Stage Ventures ApS,declaration_legal_name,HIGH
Next Stage Ventures ApS,37519111,Next,inferred_brand_name,MEDIUM
Nexø Revision A/S,41998407,Nexø Revision A/S,declaration_legal_name,HIGH
Nexø Revision A/S,41998407,Nexø,inferred_brand_name,MEDIUM
nf plus,27495753,nf plus,declaration_legal_name,HIGH
NF Plus Revision,36031719,NF Plus Revision,declaration_legal_name,HIGH
Nigelema v/Niels Lemmeke Madsen,20113138,Nigelema v/Niels Lemmeke Madsen,declaration_legal_name,HIGH
Nigelema v/Niels Lemmeke Madsen,20113138,Nigelema,inferred_brand_name,MEDIUM
Nils Knudsen NK - REVI,11524192,Nils Knudsen NK - REVI,declaration_legal_name,HIGH
Nils Knudsen NK - REVI,11524192,Nils,inferred_brand_name,MEDIUM
Noe & Kirkegaard,15050586,Noe & Kirkegaard,declaration_legal_name,HIGH
Noe & Kirkegaard,15050586,Noe,inferred_brand_name,MEDIUM
NORDISK ELEMENT BYG A/S,32287913,NORDISK ELEMENT BYG A/S,declaration_legal_name,HIGH
NORDISK ELEMENT BYG A/S,32287913,Nordisk,inferred_brand_name,MEDIUM
Nordisk Revision Godkendt Revisionsanpartsselskab,41835303,Nordisk Revision Godkendt Revisionsanpartsselskab,declaration_legal_name,HIGH
Nordisk Revision Godkendt Revisionsanpartsselskab,41835303,Nordisk,inferred_brand_name,MEDIUM
Nordjysk Revision HJ,33064543,Nordjysk Revision HJ,declaration_legal_name,HIGH
Nordjysk Revision HJ,33064543,Nordjysk,inferred_brand_name,MEDIUM
Nordkyst Revision Godkendt Revisionspartnerselskab,37605255,Nordkyst Revision Godkendt Revisionspartnerselskab,declaration_legal_name,HIGH
Nordkyst Revision Godkendt Revisionspartnerselskab,37605255,Nordkyst,inferred_brand_name,MEDIUM
Nordland Revision-Nordland,25518942,Nordland Revision-Nordland,declaration_legal_name,HIGH
Nordland Revision-Nordland,25518942,Nordland,inferred_brand_name,MEDIUM
Nordmors Revision v/Peter Djernes,19941442,Nordmors Revision v/Peter Djernes,declaration_legal_name,HIGH
Nordmors Revision v/Peter Djernes,19941442,Nordmors,inferred_brand_name,MEDIUM
NPM Quality Management ApS,32825915,NPM Quality Management ApS,declaration_legal_name,HIGH
NPM Quality Management ApS,32825915,Npm,inferred_brand_name,MEDIUM
NU-REVI,29839328,NU-REVI,declaration_legal_name,HIGH
NUUK REVISION ApS,12479077,NUUK REVISION ApS,declaration_legal_name,HIGH
NUUK REVISION ApS,12479077,Nuuk,inferred_brand_name,MEDIUM
Nyborg Erhvervsrevision,30546792,Nyborg Erhvervsrevision,declaration_legal_name,HIGH
Nyborg Erhvervsrevision,30546792,Nyborg,inferred_brand_name,MEDIUM
Nærrevision,17524305,Nærrevision,declaration_legal_name,HIGH
Nørbak,33065272,Nørbak,declaration_legal_name,HIGH
Nørgaard Revision,31131928,Nørgaard Revision,declaration_legal_name,HIGH
Nørgaard Revision,31131928,Nørgaard,inferred_brand_name,MEDIUM
Nørgaard Schultz Godkendt Revisionsanpartsselskab,43629379,Nørgaard Schultz Godkendt Revisionsanpartsselskab,declaration_legal_name,HIGH
Nørgaard Schultz Godkendt Revisionsanpartsselskab,43629379,Nørgaard,inferred_brand_name,MEDIUM
OBK Revision,68216214,OBK Revision,declaration_legal_name,HIGH
OBK Revision,68216214,Obk,inferred_brand_name,MEDIUM
OL Revision,10841976,OL Revision,declaration_legal_name,HIGH
ON Regnskab & Rådgivning,40748083,ON Regnskab & Rådgivning,declaration_legal_name,HIGH
ON-Erklæring ApS,41210974,ON-Erklæring ApS,declaration_legal_name,HIGH
One Revision,39090279,One Revision,declaration_legal_name,HIGH
One Revision,39090279,One,inferred_brand_name,MEDIUM
ONreVISION,33043163,ONreVISION,declaration_legal_name,HIGH
Optimal Revision,19233383,Optimal Revision,declaration_legal_name,HIGH
Optimal Revision,19233383,Optimal,inferred_brand_name,MEDIUM
Osmark,27135730,Osmark,declaration_legal_name,HIGH
Ostenfeld Revision,36071281,Ostenfeld Revision,declaration_legal_name,HIGH
Ostenfeld Revision,36071281,Ostenfeld,inferred_brand_name,MEDIUM
OX-INVEST ApS,20799544,OX-INVEST ApS,declaration_legal_name,HIGH
Oxenvads Regnskabsservice ApS,12741766,Oxenvads Regnskabsservice ApS,declaration_legal_name,HIGH
Oxenvads Regnskabsservice ApS,12741766,Oxenvads,inferred_brand_name,MEDIUM
Pandrup Revision,38897713,Pandrup Revision,declaration_legal_name,HIGH
Pandrup Revision,38897713,Pandrup,inferred_brand_name,MEDIUM
Parker Randall,26998549,Parker Randall,declaration_legal_name,HIGH
Parker Randall,26998549,Parker,inferred_brand_name,MEDIUM
Partner Revision,15807776,Partner Revision statsautoriseret revisionsaktieselskab,activity_signal_dominant_cvr,HIGH
Partner Revision,15807776,Partner Revision,declaration_legal_name,HIGH
Partner Revision,15807776,Partner,inferred_brand_name,MEDIUM
Patriotisk Selskab,61676228,Patriotisk Selskab,declaration_legal_name,HIGH
Patriotisk Selskab,61676228,Patriotisk,inferred_brand_name,MEDIUM
PC-Revision Gentofte,30969103,PC-Revision Gentofte,declaration_legal_name,HIGH
PDG-Revision,36490977,PDG-Revision,declaration_legal_name,HIGH
PDG-Revision,36490977,Pdg,inferred_brand_name,MEDIUM
Peter Madsen Registreret Revisionsanpartsselskab,25362403,Peter Madsen Registreret Revisionsanpartsselskab,declaration_legal_name,HIGH
Peter Madsen Registreret Revisionsanpartsselskab,25362403,Peter,inferred_brand_name,MEDIUM
PHA Revision,11392903,PHA Revision,declaration_legal_name,HIGH
PHA Revision,11392903,Pha,inferred_brand_name,MEDIUM
Piaster Revisorerne,25160037,"PIASTER REVISORERNE, STATSAUTORISERET REVISIONSAKTIESELSKAB",activity_signal_dominant_cvr,HIGH
Piaster Revisorerne,25160037,Piaster Revisorerne,declaration_legal_name,HIGH
Piaster Revisorerne,25160037,Piaster,inferred_brand_name,MEDIUM
Pibe Mølle Revision,19123286,Pibe Mølle Revision,declaration_legal_name,HIGH
Pibe Mølle Revision,19123286,Pibe,inferred_brand_name,MEDIUM
Pilgaard Revision V/Elna Pilgaard,17230239,Pilgaard Revision V/Elna Pilgaard,declaration_legal_name,HIGH
Pilgaard Revision V/Elna Pilgaard,17230239,Pilgaard,inferred_brand_name,MEDIUM
PJ Revision ApS Registrerede Revisorer,26429862,PJ Revision ApS Registrerede Revisorer,declaration_legal_name,HIGH
PJ Revision Statsautoriseret Revisionsanpartsselskab,33861044,PJ Revision Statsautoriseret Revisionsanpartsselskab,declaration_legal_name,HIGH
PK Revision,31495288,PK Revision,declaration_legal_name,HIGH
PKF Borup ApS,10290430,PKF Borup ApS,declaration_legal_name,HIGH
PKF Borup ApS,10290430,Pkf,inferred_brand_name,MEDIUM
PKF Munkebo Vindelev,14119299,PKF revision,activity_signal_dominant_cvr,HIGH
PKF Munkebo Vindelev,14119299,PKF Munkebo Vindelev,declaration_legal_name,HIGH
PKF Munkebo Vindelev,14119299,Pkf,inferred_brand_name,MEDIUM
Plan Revision v/Per Petersen,12322143,Plan Revision v/Per Petersen,declaration_legal_name,HIGH
Plan Revision v/Per Petersen,12322143,Plan,inferred_brand_name,MEDIUM
Plus Revision,20452897,Plus Revision,declaration_legal_name,HIGH
Plus Revision,20452897,Plus,inferred_brand_name,MEDIUM
PM Revision,15279680,PM Revision,declaration_legal_name,HIGH
PN Revision,37522945,PN Revision,declaration_legal_name,HIGH
Pommerencke,33878370,Pommerencke,declaration_legal_name,HIGH
Powered-By Statsautoriseret Revisionspartnerselskab,44282380,Powered-By Statsautoriseret Revisionspartnerselskab,activity_signal_dominant_cvr,HIGH
Powered-By Statsautoriseret Revisionspartnerselskab,44282380,Powered-By Statsautoriseret Revisionspartnerselskab,declaration_legal_name,HIGH
Powered-By Statsautoriseret Revisionspartnerselskab,44282380,Powered,inferred_brand_name,MEDIUM
PricewaterhouseCoopers,33771231,PWC STATSAUTORISERET REVISIONSPARTNERSSELSKAB,activity_signal_dominant_cvr,HIGH
PricewaterhouseCoopers,33771231,PricewaterhouseCoopers,declaration_legal_name,HIGH
Prima Revision,21356190,Prima Revision,declaration_legal_name,HIGH
Prima Revision,21356190,Prima,inferred_brand_name,MEDIUM
PRO REVISION STATSAUTORISERET ANPARTSSELSKAB,45150437,PRO REVISION STATSAUTORISERET ANPARTSSELSKAB,declaration_legal_name,HIGH
PRO REVISION STATSAUTORISERET ANPARTSSELSKAB,45150437,Pro,inferred_brand_name,MEDIUM
Pro-Accounting ApS,38033638,Pro-Accounting ApS,declaration_legal_name,HIGH
Pro-Accounting ApS,38033638,Pro,inferred_brand_name,MEDIUM
Profil Revision,59051318,Profil Revision,declaration_legal_name,HIGH
Profil Revision,59051318,Profil,inferred_brand_name,MEDIUM
Pryds,21598402,Pryds,declaration_legal_name,HIGH
PS Revision,28252102,PS Revision,declaration_legal_name,HIGH
PT af 27. juli 2004,28148585,PT af 27. juli 2004,declaration_legal_name,HIGH
PwC Statsautoriseret Revisionsanpartsselskab,33773188,PwC Statsautoriseret Revisionsanpartsselskab,declaration_legal_name,HIGH
PwC Statsautoriseret Revisionsanpartsselskab,33773188,Pwc,inferred_brand_name,MEDIUM
Q-Revision,30276019,Q-Revision,declaration_legal_name,HIGH
R E V I - T E A M,10180384,R E V I - T E A M,declaration_legal_name,HIGH
R-Vision,25107020,R-Vision,declaration_legal_name,HIGH
R3 Revision,33164076,R3 Revision,declaration_legal_name,HIGH
Rasmussen Revision,46408314,Rasmussen Revision,declaration_legal_name,HIGH
Rasmussen Revision,46408314,Rasmussen,inferred_brand_name,MEDIUM
RB Revision,21706833,RB Revision,declaration_legal_name,HIGH
Realvision,18216833,Realvision,declaration_legal_name,HIGH
Redmark,29442789,Redmark,declaration_legal_name,HIGH
Redmark,29442789,"REDMARK, GODKENDT REVISIONSPARTNERSELSKAB",manual_taxonomy_candidate,HIGH
Reg Revisor Uffe Berg Pedersen,12689039,Reg Revisor Uffe Berg Pedersen,declaration_legal_name,HIGH
Reg Revisor Uffe Berg Pedersen,12689039,Reg,inferred_brand_name,MEDIUM
Reg. Rev. Mogens Møller Nielsen,10261279,Reg. Rev. Mogens Møller Nielsen,declaration_legal_name,HIGH
Reg. Rev. Mogens Møller Nielsen,10261279,Reg,inferred_brand_name,MEDIUM
Registreret Revisionsanpartsselskab Flemming Juhl Nielsen,14135308,Registreret Revisionsanpartsselskab Flemming Juhl Nielsen,declaration_legal_name,HIGH
Registreret Revisionsanpartsselskab Flemming Juhl Nielsen,14135308,Flemming,inferred_brand_name,MEDIUM
Registreret Revisionsanpartsselskab j. Gilbert Nielsen,18137399,Registreret Revisionsanpartsselskab j. Gilbert Nielsen,declaration_legal_name,HIGH
Registreret revisionsfirma Torben Andersen,15681578,Registreret revisionsfirma Torben Andersen,declaration_legal_name,HIGH
Registreret revisionsfirma Torben Andersen,15681578,Revisionsfirma,inferred_brand_name,MEDIUM
Registreret Revisionsvirksomhed FD Revision,35798153,Registreret Revisionsvirksomhed FD Revision,declaration_legal_name,HIGH
Registreret Revisionsvirksomhed FD Revision,35798153,Revisionsvirksomhed,inferred_brand_name,MEDIUM
Registreret Revisionsvirksomhed Nordskov Revision,30348184,Registreret Revisionsvirksomhed Nordskov Revision,declaration_legal_name,HIGH
Registreret Revisionsvirksomhed Nordskov Revision,30348184,Revisionsvirksomhed,inferred_brand_name,MEDIUM
Registreret Revisionsvirksomhed Peter Oldvig,11759092,Registreret Revisionsvirksomhed Peter Oldvig,declaration_legal_name,HIGH
Registreret Revisionsvirksomhed Peter Oldvig,11759092,Revisionsvirksomhed,inferred_brand_name,MEDIUM
Registreret Revisor Annie Mogensen,11972101,Registreret Revisor Annie Mogensen,declaration_legal_name,HIGH
Registreret Revisor Annie Mogensen,11972101,Annie,inferred_brand_name,MEDIUM
Registreret Revisor Bjarne Degerth,92943453,Registreret Revisor Bjarne Degerth,declaration_legal_name,HIGH
Registreret Revisor Bjarne Degerth,92943453,Bjarne,inferred_brand_name,MEDIUM
Registreret Revisor Jørgen T. Madsen,75964056,Registreret Revisor Jørgen T. Madsen,declaration_legal_name,HIGH
Registreret Revisor Jørgen T. Madsen,75964056,Jørgen,inferred_brand_name,MEDIUM
Registreret Revisor Mads Bødker,14662138,Registreret Revisor Mads Bødker,declaration_legal_name,HIGH
Registreret Revisor Mads Bødker,14662138,Mads,inferred_brand_name,MEDIUM
Registreret revisor Marianne Mortensen,15664908,Registreret revisor Marianne Mortensen,declaration_legal_name,HIGH
Registreret revisor Marianne Mortensen,15664908,Marianne,inferred_brand_name,MEDIUM
Registreret Revisor Mette Storgaard Høffner,18897385,Registreret Revisor Mette Storgaard Høffner,declaration_legal_name,HIGH
Registreret Revisor Mette Storgaard Høffner,18897385,Mette,inferred_brand_name,MEDIUM
Registreret revisor Morten Rasmussen,40847170,Registreret revisor Morten Rasmussen,declaration_legal_name,HIGH
Registreret revisor Morten Rasmussen,40847170,Morten,inferred_brand_name,MEDIUM
Registreret Revisor N. C. Sørensen,17561391,Registreret Revisor N. C. Sørensen,declaration_legal_name,HIGH
Registreret Revisor Per Obling,14913572,Registreret Revisor Per Obling,declaration_legal_name,HIGH
Registreret Revisor Per Obling,14913572,Per,inferred_brand_name,MEDIUM
Registreret Revisor Per Skaarup Rasmussen,20592699,Registreret Revisor Per Skaarup Rasmussen,declaration_legal_name,HIGH
Registreret Revisor Per Skaarup Rasmussen,20592699,Per,inferred_brand_name,MEDIUM
Registreret Revisor Peter Rose,50949656,Registreret Revisor Peter Rose,declaration_legal_name,HIGH
Registreret Revisor Peter Rose,50949656,Peter,inferred_brand_name,MEDIUM
Registreret Revisor Verner Freundlich Larsen,91778750,Registreret Revisor Verner Freundlich Larsen,declaration_legal_name,HIGH
Registreret Revisor Verner Freundlich Larsen,91778750,Verner,inferred_brand_name,MEDIUM
Regn & Råd Mette Jørck,26380898,Regn & Råd Mette Jørck,declaration_legal_name,HIGH
Regn & Råd Mette Jørck,26380898,Regn,inferred_brand_name,MEDIUM
Regnskabs- og Revisionskontoret for Storkøbenhavn,37183024,Regnskabs- og Revisionskontoret for Storkøbenhavn,declaration_legal_name,HIGH
Regnskabs- og Revisionskontoret for Storkøbenhavn,37183024,Regnskabs,inferred_brand_name,MEDIUM
Regnskabsfabrikanten,38980149,Regnskabsfabrikanten,declaration_legal_name,HIGH
Regnskabsfirmaet Martin Engbjerg ApS,14165088,Regnskabsfirmaet Martin Engbjerg ApS,declaration_legal_name,HIGH
Regnskabsfirmaet Martin Engbjerg ApS,14165088,Regnskabsfirmaet,inferred_brand_name,MEDIUM
Rehvidsion,82958118,Rehvidsion,declaration_legal_name,HIGH
REV af 22/12 1989 ApS,10741092,REV af 22/12 1989 ApS,declaration_legal_name,HIGH
REV af 22/12 1989 ApS,10741092,Rev,inferred_brand_name,MEDIUM
Rev og Råd,32942660,Rev og Råd,declaration_legal_name,HIGH
Rev og Råd,32942660,Rev,inferred_brand_name,MEDIUM
Revfirma Georg Mathiasen,72430816,Revfirma Georg Mathiasen,declaration_legal_name,HIGH
Revfirma Georg Mathiasen,72430816,Revfirma,inferred_brand_name,MEDIUM
Revice,32291090,Revice,declaration_legal_name,HIGH
Revico,27795188,Revico,declaration_legal_name,HIGH
Revicor,13929297,Revicor,declaration_legal_name,HIGH
Revida,87948412,Revida,declaration_legal_name,HIGH
Revidata,37029815,Revidata,declaration_legal_name,HIGH
ReviDK,36956658,ReviDK,declaration_legal_name,HIGH
Revifirmaet,83827815,Revifirmaet,declaration_legal_name,HIGH
REVIFJORD Godkendt Revisionspartnerselskab,44401231,REVIFJORD Godkendt Revisionspartnerselskab,declaration_legal_name,HIGH
REVIFJORD Godkendt Revisionspartnerselskab,44401231,Revifjord,inferred_brand_name,MEDIUM
ReviFyn,41992719,ReviFyn,declaration_legal_name,HIGH
ReviGroup,39875926,ReviGroup,declaration_legal_name,HIGH
Revikon,15728000,Revikon,declaration_legal_name,HIGH
Revimidt,34480370,Revi Midt,activity_signal_dominant_cvr,HIGH
Revimidt,34480370,Revimidt,declaration_legal_name,HIGH
ReviNord,16347299,ReviNord,declaration_legal_name,HIGH
ReviPartner,25112822,ReviPartner,declaration_legal_name,HIGH
Revipoint,31611520,Revipoint,declaration_legal_name,HIGH
Revirk Rådgivning,31934354,Revirk Rådgivning,declaration_legal_name,HIGH
Revirk Rådgivning,31934354,Revirk,inferred_brand_name,MEDIUM
Revirk Rådgivning Statsautoriseret revisionsfirma,20527986,Revirk Rådgivning Statsautoriseret revisionsfirma,declaration_legal_name,HIGH
Revirk Rådgivning Statsautoriseret revisionsfirma,20527986,Revirk,inferred_brand_name,MEDIUM
Revision & Data,12475780,Revision & Data,declaration_legal_name,HIGH
Revision & Råd,36923318,Revision & Råd,declaration_legal_name,HIGH
REVISION & RÅD STATSAUTORISERET REVISIONSPARTNERSELSKAB,46125894,REVISION & RÅD STATSAUTORISERET REVISIONSPARTNERSELSKAB,declaration_legal_name,HIGH
Revision 1,91259850,Revision 1,declaration_legal_name,HIGH
Revision 1-2-3,10632684,Revision 1-2-3,declaration_legal_name,HIGH
Revision 2,16968137,Revision 2,declaration_legal_name,HIGH
Revision 360 Statsautoriseret Revisionsinteressentskab,44775530,Revision 360 Statsautoriseret Revisionsinteressentskab,declaration_legal_name,HIGH
Revision 360 Statsautoriseret Revisionsinteressentskab,44775530,360,inferred_brand_name,MEDIUM
Revision 80,16728691,Revision 80,declaration_legal_name,HIGH
